shot_id,game_id,player_name,shot_type,shot_zone_basic,shot_distance,shot_made_flag,result,period,minutes_remaining,loc_x,loc_y
1035,002200167,Stephen Curry,2PT Field Goal,Mid-Range,2,0,Missed,3,11,-118,128
1291,002200103,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,0,Missed,2,9,-172,110
753,002200147,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),3,0,Missed,2,1,-144,41
498,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,1,142,215
1067,002200169,Stephen Curry,2PT Field Goal,Restricted Area,4,1,Made,4,3,-81,28
1073,002200169,Stephen Curry,2PT Field Goal,Restricted Area,15,0,Missed,4,5,-25,118
1239,002200181,Stephen Curry,2PT Field Goal,Restricted Area,6,1,Made,2,8,-199,33
11,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,8,1,187
396,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,4,6,-230,157
1185,002200177,Stephen Curry,2PT Field Goal,Mid-Range,7,1,Made,2,4,128,104
555,002200134,Stephen Curry,3PT Field Goal,Left Corner 3,22,0,Missed,3,6,-59,64
42,002200104,Stephen Curry,3PT Field Goal,Right Corner 3,24,0,Missed,4,10,-224,225
841,002200153,Stephen Curry,2PT Field Goal,Restricted Area,2,0,Missed,1,2,-75,191
167,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,4,2,-215,284
416,002200126,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,2,8,-55,67
576,002200135,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,3,4,128,247
834,002200152,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),18,1,Made,3,10,142,150
267,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,3,7,247,340
1023,002200166,Stephen Curry,2PT Field Goal,Mid-Range,19,1,Made,2,1,188,139
426,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,2,9,32,135
690,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,4,-136,449
544,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,1,6,171,84
1264,002200101,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),17,1,Made,1,9,133,153
674,002200141,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,3,8,-245,205
689,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,1,2,59,199
1190,002200178,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,3,4,58,136
851,002200154,Stephen Curry,2PT Field Goal,Mid-Range,13,1,Made,1,4,46,98
1321,002200105,Stephen Curry,2PT Field Goal,Restricted Area,4,1,Made,3,5,-195,209
159,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,7,-232,17
895,002200157,Stephen Curry,2PT Field Goal,Restricted Area,18,1,Made,2,4,216,15
1074,002200170,Stephen Curry,2PT Field Goal,Mid-Range,4,0,Missed,1,1,15,132
257,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,3,3,50,406
1052,002200168,Stephen Curry,2PT Field Goal,Mid-Range,19,0,Missed,4,3,-156,192
335,002200121,Stephen Curry,3PT Field Goal,Left Corner 3,24,0,Missed,1,4,-103,276
1268,002200101,Stephen Curry,2PT Field Goal,Mid-Range,9,0,Missed,3,6,-174,12
15,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,2,7,42,98
515,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,4,5,-35,437
324,002200121,Stephen Curry,3PT Field Goal,Left Corner 3,26,1,Made,2,4,-68,385
768,002200148,Stephen Curry,2PT Field Goal,Restricted Area,20,1,Made,1,4,-75,215
607,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,1,1,103,140
1188,002200178,Stephen Curry,2PT Field Goal,Restricted Area,21,1,Made,1,4,-11,143
997,002200164,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),13,1,Made,2,9,-164,210
931,002200159,Stephen Curry,2PT Field Goal,Restricted Area,20,0,Missed,1,6,-152,10
905,002200157,Stephen Curry,2PT Field Goal,Mid-Range,10,0,Missed,1,0,-160,13
222,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,4,11,-87,250
179,002200112,Stephen Curry,3PT Field Goal,Left Corner 3,32,1,Made,2,0,-64,294
1317,002200105,Stephen Curry,2PT Field Goal,Mid-Range,12,1,Made,3,6,172,12
99,002200107,Stephen Curry,3PT Field Goal,Left Corner 3,22,0,Missed,1,8,115,0
836,002200153,Stephen Curry,2PT Field Goal,Restricted Area,11,1,Made,1,2,82,167
757,002200147,Stephen Curry,2PT Field Goal,Mid-Range,20,0,Missed,4,9,146,49
521,002200132,Stephen Curry,3PT Field Goal,Left Corner 3,33,0,Missed,3,8,21,67
761,002200147,Stephen Curry,2PT Field Goal,Mid-Range,15,0,Missed,1,5,-191,83
22,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,4,6,-61,224
356,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,3,-140,380
733,002200145,Stephen Curry,3PT Field Goal,Right Corner 3,24,1,Made,4,11,-164,269
1120,002200173,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),0,0,Missed,4,0,58,56
1250,002200100,Stephen Curry,2PT Field Goal,Restricted Area,1,0,Missed,4,9,-207,163
611,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,3,4,240,415
1148,002200175,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,0,Missed,1,9,63,122
340,002200121,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,1,15,148
431,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,3,10,172,182
987,002200163,Stephen Curry,2PT Field Goal,Mid-Range,6,1,Made,2,4,-129,126
217,002200114,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,10,-138,232
911,002200158,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),20,0,Missed,2,7,203,109
203,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,8,-10,258
1088,002200171,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,1,Made,3,4,-44,25
1099,002200171,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),11,1,Made,1,1,72,172
93,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,3,2,2,389
1008,002200165,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),9,0,Missed,3,11,-99,16
68,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,1,1,2,241
1179,002200177,Stephen Curry,2PT Field Goal,Mid-Range,15,1,Made,3,8,112,84
284,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,3,9,169,157
696,002200142,Stephen Curry,3PT Field Goal,Right Corner 3,23,0,Missed,4,11,160,136
85,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,4,6,-250,386
434,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,4,6,225,249
1018,002200166,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,2,6,102,187
153,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,3,10,43,385
75,002200106,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,4,11,14,454
1173,002200177,Stephen Curry,2PT Field Goal,Restricted Area,2,1,Made,3,5,14,86
1348,002200107,Stephen Curry,2PT Field Goal,Mid-Range,19,1,Made,2,10,-164,49
789,002200149,Stephen Curry,2PT Field Goal,Restricted Area,6,0,Missed,2,8,175,153
580,002200136,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,8,161,366
446,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,2,5,-151,379
703,002200143,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,5,2,142
188,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,1,9,-235,198
271,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,8,-161,445
1135,002200174,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),11,0,Missed,1,3,167,213
884,002200156,Stephen Curry,2PT Field Goal,Restricted Area,12,1,Made,1,5,-108,170
236,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,4,5,174,391
487,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,1,9,98,153
1302,002200104,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,1,Made,2,1,-77,32
559,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,5,237,12
117,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,9,43,226
637,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,2,2,249,458
1330,002200106,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,1,Made,4,7,-198,47
801,002200150,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,0,Missed,3,8,-75,155
750,002200146,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,2,3,185,366
512,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,3,11,27,232
633,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,1,-75,389
1011,002200165,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),2,0,Missed,4,5,-147,50
1145,002200175,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,2,5,62,81
907,002200158,Stephen Curry,2PT Field Goal,Restricted Area,9,1,Made,4,9,86,191
1223,002200180,Stephen Curry,2PT Field Goal,Restricted Area,14,0,Missed,3,2,-5,175
126,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,2,7,235,434
790,002200149,Stephen Curry,2PT Field Goal,Restricted Area,18,0,Missed,4,4,-133,207
829,002200152,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,1,11,218,219
116,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,6,-248,110
473,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,1,9,-138,326
740,002200145,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,3,5,190,363
1140,002200174,Stephen Curry,2PT Field Goal,Mid-Range,20,0,Missed,1,11,85,150
950,002200161,Stephen Curry,2PT Field Goal,Mid-Range,11,1,Made,1,6,215,176
57,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,3,9,-22,116
603,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,2,10,165,425
786,002200149,Stephen Curry,2PT Field Goal,Restricted Area,11,1,Made,2,6,46,153
830,002200152,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),18,1,Made,3,3,32,125
119,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,3,-226,67
656,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,2,0,-187,297
1085,002200170,Stephen Curry,2PT Field Goal,Mid-Range,7,1,Made,3,10,-181,25
669,002200141,Stephen Curry,3PT Field Goal,Left Corner 3,28,0,Missed,1,1,149,438
105,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,5,230,334
635,002200139,Stephen Curry,3PT Field Goal,Left Corner 3,32,0,Missed,4,5,-75,26
369,002200123,Stephen Curry,3PT Field Goal,Left Corner 3,26,0,Missed,2,4,-177,191
268,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,4,5,-76,289
655,002200140,Stephen Curry,3PT Field Goal,Right Corner 3,28,1,Made,3,4,-29,365
819,002200151,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,3,4,207,0
935,002200160,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),13,0,Missed,3,9,-99,144
822,002200152,Stephen Curry,2PT Field Goal,Mid-Range,4,1,Made,4,1,-31,140
866,002200155,Stephen Curry,2PT Field Goal,Restricted Area,21,0,Missed,2,10,166,103
46,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,2,6,-90,255
349,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,2,5,-80,420
1165,002200176,Stephen Curry,2PT Field Goal,Restricted Area,13,0,Missed,3,5,-82,175
991,002200164,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,1,Made,2,1,-37,182
876,002200155,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,0,Missed,2,4,-199,34
773,002200148,Stephen Curry,2PT Field Goal,Mid-Range,13,0,Missed,1,11,180,168
195,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,2,128,38
102,002200107,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,1,10,62,400
4,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,33,1,Made,2,2,113,54
619,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,25,1,Made,1,10,-155,346
1003,002200164,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,2,8,-20,199
571,002200135,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,9,-85,21
52,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,28,1,Made,3,2,-98,185
263,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,1,10,74,160
1079,002200170,Stephen Curry,2PT Field Goal,Restricted Area,4,1,Made,2,11,109,55
1231,002200181,Stephen Curry,2PT Field Goal,Restricted Area,4,1,Made,2,1,155,0
443,002200128,Stephen Curry,3PT Field Goal,Left Corner 3,27,0,Missed,4,5,-144,145
1002,002200164,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,4,5,33,161
837,002200153,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),15,1,Made,3,5,126,136
1204,002200179,Stephen Curry,2PT Field Goal,Mid-Range,9,0,Missed,4,7,-141,96
304,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,1,2,-147,117
1061,002200169,Stephen Curry,2PT Field Goal,Restricted Area,15,0,Missed,2,0,104,127
313,002200120,Stephen Curry,3PT Field Goal,Right Corner 3,31,1,Made,4,8,2,309
149,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,31,1,Made,1,2,-222,461
574,002200135,Stephen Curry,3PT Field Goal,Right Corner 3,32,1,Made,3,0,101,47
50,002200104,Stephen Curry,3PT Field Goal,Left Corner 3,30,0,Missed,3,11,140,312
1058,002200168,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),6,1,Made,4,6,-172,25
726,002200144,Stephen Curry,3PT Field Goal,Right Corner 3,31,0,Missed,2,2,35,457
833,002200152,Stephen Curry,2PT Field Goal,Restricted Area,21,0,Missed,4,7,-136,152
470,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,4,6,-43,113
971,002200162,Stephen Curry,2PT Field Goal,Restricted Area,9,1,Made,4,3,-152,97
653,002200140,Stephen Curry,3PT Field Goal,Right Corner 3,32,0,Missed,1,10,-12,439
399,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,34,1,Made,2,8,121,433
511,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,9,-147,392
320,002200120,Stephen Curry,3PT Field Goal,Right Corner 3,24,0,Missed,1,4,78,155
19,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,1,10,-222,35
684,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,2,8,57,136
35,002200104,Stephen Curry,3PT Field Goal,Right Corner 3,33,1,Made,3,10,-242,232
902,002200157,Stephen Curry,2PT Field Goal,Mid-Range,4,0,Missed,1,6,157,96
827,002200152,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),14,0,Missed,2,10,-74,34
1208,002200179,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,1,6,-118,210
407,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,26,0,Missed,1,4,186,301
920,002200159,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),19,0,Missed,4,5,42,45
537,002200133,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,11,-52,302
758,002200147,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),10,1,Made,4,0,-174,219
245,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,8,50,242
784,002200149,Stephen Curry,2PT Field Goal,Mid-Range,18,0,Missed,1,7,77,89
489,002200130,Stephen Curry,3PT Field Goal,Right Corner 3,34,1,Made,4,8,-186,106
154,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,2,10,192,363
961,002200161,Stephen Curry,2PT Field Goal,Restricted Area,15,1,Made,2,0,-2,167
853,002200154,Stephen Curry,2PT Field Goal,Restricted Area,6,0,Missed,2,7,-161,22
625,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,10,-197,15
685,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,8,37,270
569,002200135,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,1,8,202,81
1286,002200103,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),13,0,Missed,4,6,50,45
17,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,4,6,32,392
127,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,3,2,-78,299
927,002200159,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,2,0,33,47
980,002200163,Stephen Curry,2PT Field Goal,Mid-Range,13,0,Missed,1,3,87,18
1324,002200105,Stephen Curry,2PT Field Goal,Restricted Area,12,0,Missed,4,7,-139,99
190,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,4,1,-28,371
992,002200164,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),20,0,Missed,3,6,-20,80
1318,002200105,Stephen Curry,2PT Field Goal,Mid-Range,20,0,Missed,4,3,69,120
606,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,3,0,195,18
180,002200112,Stephen Curry,3PT Field Goal,Right Corner 3,28,0,Missed,3,5,155,68
301,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,3,13,149
496,002200131,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,11,204,12
1166,002200176,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),16,1,Made,1,7,89,164
1132,002200174,Stephen Curry,2PT Field Goal,Restricted Area,8,1,Made,3,7,183,181
1118,002200173,Stephen Curry,2PT Field Goal,Restricted Area,15,1,Made,3,7,84,145
517,002200132,Stephen Curry,3PT Field Goal,Above the Break 3,32,1,Made,1,0,183,421
1069,002200169,Stephen Curry,2PT Field Goal,Restricted Area,12,0,Missed,1,0,196,99
476,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,3,3,163,357
157,002200111,Stephen Curry,3PT Field Goal,Right Corner 3,22,1,Made,3,5,225,62
16,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,2,4,180,461
1072,002200169,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,3,5,208,105
546,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,30,1,Made,4,6,63,305
658,002200140,Stephen Curry,3PT Field Goal,Above the Break 3,27,1,Made,4,3,20,83
1108,002200172,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),0,1,Made,2,4,-106,219
1019,002200166,Stephen Curry,2PT Field Goal,Mid-Range,19,1,Made,4,8,92,180
1133,002200174,Stephen Curry,2PT Field Goal,Restricted Area,20,0,Missed,1,10,46,30
959,002200161,Stephen Curry,2PT Field Goal,Restricted Area,6,1,Made,4,2,34,142
1270,002200102,Stephen Curry,2PT Field Goal,Restricted Area,1,0,Missed,4,8,-109,193
283,002200118,Stephen Curry,3PT Field Goal,Right Corner 3,27,1,Made,1,3,245,372
797,002200150,Stephen Curry,2PT Field Goal,Mid-Range,21,0,Missed,1,0,-52,73
225,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,4,6,34,156
26,002200103,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,3,4,-138,439
437,002200127,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,1,9,-8,142
1312,002200105,Stephen Curry,2PT Field Goal,Mid-Range,6,1,Made,3,4,-102,66
229,002200115,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,3,11,23,270
37,002200104,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,4,7,89,253
749,002200146,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,3,2,220,33
1045,002200167,Stephen Curry,2PT Field Goal,Mid-Range,21,1,Made,1,3,144,117
469,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,4,7,-104,62
1309,002200104,Stephen Curry,2PT Field Goal,Mid-Range,0,1,Made,1,11,-83,62
1326,002200106,Stephen Curry,2PT Field Goal,Mid-Range,14,1,Made,1,8,212,197
687,002200142,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,10,-148,170
1240,002200181,Stephen Curry,2PT Field Goal,Mid-Range,19,0,Missed,3,3,159,167
639,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,29,1,Made,3,3,165,182
1169,002200176,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,3,8,-80,64
1128,002200173,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),5,1,Made,2,6,36,100
1226,002200180,Stephen Curry,2PT Field Goal,Mid-Range,17,1,Made,4,7,-69,200
800,002200150,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,1,Made,1,7,32,151
160,002200111,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,3,11,-138,113
956,002200161,Stephen Curry,2PT Field Goal,Mid-Range,1,1,Made,1,6,61,217
821,002200151,Stephen Curry,2PT Field Goal,Mid-Range,13,0,Missed,3,8,199,120
1159,002200176,Stephen Curry,2PT Field Goal,Mid-Range,10,1,Made,4,11,89,5
877,002200155,Stephen Curry,2PT Field Goal,Mid-Range,16,0,Missed,1,9,-91,131
913,002200158,Stephen Curry,2PT Field Goal,Mid-Range,20,1,Made,3,7,-18,84
152,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,3,9,185,312
1235,002200181,Stephen Curry,2PT Field Goal,Restricted Area,0,1,Made,1,2,-58,42
509,002200131,Stephen Curry,3PT Field Goal,Right Corner 3,22,1,Made,3,7,205,44
1134,002200174,Stephen Curry,2PT Field Goal,Mid-Range,18,0,Missed,1,10,-120,164
103,002200108,Stephen Curry,3PT Field Goal,Above the Break 3,26,1,Made,3,1,-176,434
586,002200136,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,1,9,107,320
1196,002200178,Stephen Curry,2PT Field Goal,Restricted Area,11,0,Missed,2,10,-44,190
53,002200105,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,4,0,-71,169
151,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,2,5,-196,370
403,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,3,5,22,324
207,002200114,Stephen Curry,3PT Field Goal,Above the Break 3,23,0,Missed,2,7,72,122
1277,002200102,Stephen Curry,2PT Field Goal,Restricted Area,10,0,Missed,4,4,-46,109
1122,002200173,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),13,1,Made,1,7,-203,72
8,002200102,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,4,5,-197,105
1014,002200165,Stephen Curry,2PT Field Goal,Restricted Area,5,1,Made,4,10,38,67
1060,002200169,Stephen Curry,2PT Field Goal,Mid-Range,12,1,Made,2,7,-186,111
452,002200128,Stephen Curry,3PT Field Goal,Above the Break 3,32,0,Missed,1,10,197,233
253,002200116,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,2,4,148,224
896,002200157,Stephen Curry,2PT Field Goal,Mid-Range,7,1,Made,1,11,-156,99
1181,002200177,Stephen Curry,2PT Field Goal,Mid-Range,6,0,Missed,3,2,-159,108
880,002200156,Stephen Curry,2PT Field Goal,Restricted Area,3,1,Made,3,5,57,161
1274,002200102,Stephen Curry,2PT Field Goal,Mid-Range,16,0,Missed,4,9,-117,169
623,002200138,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,3,11,139,412
345,002200122,Stephen Curry,3PT Field Goal,Above the Break 3,28,0,Missed,4,11,-18,430
1161,002200176,Stephen Curry,2PT Field Goal,Mid-Range,4,0,Missed,3,0,-110,5
262,002200117,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,1,4,-231,281
150,002200110,Stephen Curry,3PT Field Goal,Right Corner 3,28,0,Missed,1,4,154,345
472,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,23,1,Made,2,2,-67,285
640,002200139,Stephen Curry,3PT Field Goal,Above the Break 3,24,0,Missed,4,4,90,124
1337,002200106,Stephen Curry,2PT Field Goal,Restricted Area,6,0,Missed,4,9,-156,119
1271,002200102,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),4,1,Made,4,8,109,182
550,002200134,Stephen Curry,3PT Field Goal,Above the Break 3,31,0,Missed,2,0,73,47
928,002200159,Stephen Curry,2PT Field Goal,Restricted Area,13,1,Made,3,11,75,65
488,002200130,Stephen Curry,3PT Field Goal,Above the Break 3,22,0,Missed,1,1,13,424
1219,002200180,Stephen Curry,2PT Field Goal,Mid-Range,18,1,Made,4,2,-173,190
146,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,2,9,51,362
402,002200125,Stephen Curry,3PT Field Goal,Above the Break 3,22,1,Made,1,3,-217,40
954,002200161,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),12,0,Missed,2,2,-131,103
1266,002200101,Stephen Curry,2PT Field Goal,Mid-Range,16,1,Made,3,2,20,69
659,002200140,Stephen Curry,3PT Field Goal,Left Corner 3,29,0,Missed,1,11,-195,406
463,002200129,Stephen Curry,3PT Field Goal,Above the Break 3,33,0,Missed,1,5,144,4
186,002200112,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,4,4,-170,214
1147,002200175,Stephen Curry,2PT Field Goal,Mid-Range,10,1,Made,1,11,-22,150
608,002200137,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,3,4,69,316
143,002200110,Stephen Curry,3PT Field Goal,Above the Break 3,34,0,Missed,1,7,-236,156
751,002200146,Stephen Curry,2PT Field Goal,Restricted Area,18,1,Made,3,3,18,78
981,002200163,Stephen Curry,2PT Field Goal,Restricted Area,11,1,Made,1,10,-187,193
197,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,30,0,Missed,4,8,108,339
883,002200156,Stephen Curry,2PT Field Goal,Restricted Area,3,0,Missed,4,1,-134,113
279,002200118,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,4,9,-98,11
293,002200119,Stephen Curry,3PT Field Goal,Above the Break 3,27,0,Missed,1,2,225,454
1227,002200180,Stephen Curry,2PT Field Goal,In The Paint (Non-RA),8,0,Missed,2,1,9,14
400,002200125,Stephen Curry,3PT Field Goal,Left Corner 3,30,1,Made,2,11,113,456
122,002200109,Stephen Curry,3PT Field Goal,Above the Break 3,29,0,Missed,2,5,-22,376
202,002200113,Stephen Curry,3PT Field Goal,Above the Break 3,25,0,Missed,4,5,122,242
835,002200152,Stephen Curry,2PT Field Goal,Mid-Range,17,0,Missed,3,0,184,56
