Country,Age,EdLevel,DevType,OrgSize,RemoteWork,YearsCode,YearsCodePro,NumLanguages,AISearch,AICode,JobSat,ConvertedCompYearly
Canada,45-54 years old,Master's degree,Full-stack developer,"10,000 or more",Hybrid,17,15,5,1,1,8,124800.0
United States,25-34 years old,High school/GED,Engineer (other),2-9 employees,Hybrid,8,4,7,1,1,6,140100.0
Sweden,25-34 years old,Master's degree,Front-end developer,2-9 employees,Hybrid,2,1,3,1,1,8,50200.0
United States,18-24 years old,Some college,Mobile developer,10-19,Hybrid,5,5,4,1,1,6,105100.0
Brazil,45-54 years old,Master's degree,DevOps/SRE/platform engineer,"1,000-4,999",Hybrid,20,18,6,1,1,9,52800.0
Russia,35-44 years old,Bachelor's degree,Back-end developer,"10,000 or more",Fully remote,10,9,5,1,1,10,42200.0
United States,35-44 years old,Bachelor's degree,Front-end developer,500-999,Hybrid,15,12,1,1,1,8,181300.0
India,35-44 years old,High school/GED,Back-end developer,10-19,In-person,11,10,5,1,1,7,40200.0
United Kingdom,25-34 years old,Master's degree,Desktop/embedded developer,10-19,Hybrid,11,9,3,1,0,7,89700.0
France,25-34 years old,Some college,Front-end developer,100-499,Hybrid,7,3,5,1,0,10,80200.0
Spain,25-34 years old,Master's degree,Data scientist/ML engineer,"1,000-4,999",In-person,4,1,7,1,0,6,75400.0
Poland,18-24 years old,Master's degree,Full-stack developer,"1,000-4,999",Hybrid,3,0,3,1,1,9,48100.0
India,25-34 years old,Bachelor's degree,Desktop/embedded developer,500-999,Fully remote,8,5,5,0,0,1,35600.0
Australia,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,"10,000 or more",Hybrid,18,18,2,1,1,9,134100.0
Sweden,18-24 years old,High school/GED,Full-stack developer,20-99,Fully remote,2,0,6,1,1,6,70400.0
United States,25-34 years old,Bachelor's degree,Data scientist/ML engineer,10-19,Fully remote,12,9,5,1,1,5,140600.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",In-person,8,7,2,0,1,4,104400.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,20-99,Fully remote,9,5,1,1,0,3,
Russia,45-54 years old,Some college,Full-stack developer,20-99,Hybrid,26,24,2,1,1,9,38000.0
United States,25-34 years old,Master's degree,Back-end developer,100-499,Fully remote,8,7,6,1,0,6,227000.0
Russia,25-34 years old,"Professional degree (JD, MD, etc.)",Back-end developer,100-499,In-person,3,3,5,0,1,10,59000.0
Italy,35-44 years old,Some college,Data scientist/ML engineer,20-99,In-person,12,9,5,1,1,6,
United States,25-34 years old,Associate's degree,Desktop/embedded developer,"10,000 or more",In-person,8,7,7,0,1,10,128000.0
Germany,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,10-19,In-person,8,6,1,0,1,8,156700.0
India,25-34 years old,High school/GED,Back-end developer,100-499,Hybrid,7,6,6,0,1,4,30400.0
India,35-44 years old,Bachelor's degree,Full-stack developer,Just me,Hybrid,9,9,7,1,1,5,33000.0
Germany,65 years or older,Bachelor's degree,Desktop/embedded developer,"5,000-9,999",Hybrid,41,37,5,1,1,10,107200.0
Poland,35-44 years old,Bachelor's degree,Back-end developer,10-19,Hybrid,13,10,5,1,0,6,66600.0
Canada,25-34 years old,Master's degree,Full-stack developer,"5,000-9,999",In-person,7,5,2,1,1,2,119200.0
Sweden,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,10-19,Hybrid,27,24,3,1,1,6,127000.0
India,25-34 years old,Bachelor's degree,Back-end developer,100-499,In-person,6,3,5,0,1,9,43400.0
United Kingdom,18-24 years old,Master's degree,Data scientist/ML engineer,"1,000-4,999",In-person,3,0,3,1,1,10,113100.0
Australia,25-34 years old,Master's degree,Full-stack developer,20-99,Hybrid,3,2,3,1,0,1,132600.0
India,25-34 years old,Bachelor's degree,Full-stack developer,20-99,In-person,9,8,5,0,0,7,36400.0
Germany,25-34 years old,High school/GED,Full-stack developer,"1,000-4,999",Hybrid,10,6,2,0,1,5,81500.0
France,35-44 years old,Master's degree,Data/business analyst,10-19,In-person,12,12,5,1,1,10,109100.0
Spain,45-54 years old,Bachelor's degree,Desktop/embedded developer,"10,000 or more",Fully remote,20,18,6,0,1,6,100000.0
India,25-34 years old,Associate's degree,Full-stack developer,10-19,Fully remote,7,6,6,1,1,10,26300.0
United Kingdom,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"1,000-4,999",In-person,5,2,4,0,1,7,83200.0
Sweden,18-24 years old,Master's degree,DevOps/SRE/platform engineer,"5,000-9,999",Hybrid,2,2,8,1,1,9,92300.0
United States,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,100-499,Hybrid,2,0,1,1,0,10,193300.0
Germany,25-34 years old,Bachelor's degree,Security professional,10-19,In-person,4,2,1,0,1,3,123700.0
Canada,25-34 years old,Master's degree,Full-stack developer,10-19,Hybrid,5,3,3,1,1,4,114500.0
United States,45-54 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Fully remote,21,19,3,1,1,5,296200.0
Canada,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Desktop/embedded developer,"1,000-4,999",In-person,9,5,6,1,1,7,91500.0
United States,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,100-499,Hybrid,4,2,3,1,1,5,154900.0
Spain,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Security professional,20-99,Fully remote,0,0,5,0,1,10,56800.0
Netherlands,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Data scientist/ML engineer,Just me,Hybrid,4,3,4,0,1,4,88800.0
United States,18-24 years old,Less than high school,Back-end developer,"1,000-4,999",Fully remote,0,0,3,1,1,4,78300.0
United States,35-44 years old,Master's degree,Desktop/embedded developer,"10,000 or more",Fully remote,20,17,4,1,0,4,129000.0
Poland,18-24 years old,Bachelor's degree,DevOps/SRE/platform engineer,2-9 employees,Hybrid,4,0,4,1,1,6,51800.0
India,35-44 years old,Master's degree,Back-end developer,"5,000-9,999",Hybrid,16,12,5,1,1,2,39900.0
United Kingdom,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,10-19,Fully remote,12,9,2,1,1,8,139300.0
India,25-34 years old,High school/GED,Full-stack developer,"5,000-9,999",Fully remote,1,1,3,1,1,5,
United States,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,6,6,7,1,1,10,140100.0
India,35-44 years old,Master's degree,DevOps/SRE/platform engineer,"1,000-4,999",In-person,13,10,5,1,1,4,61700.0
India,25-34 years old,Bachelor's degree,Back-end developer,"10,000 or more",Fully remote,5,3,5,0,1,3,39100.0
Germany,35-44 years old,Associate's degree,Full-stack developer,"1,000-4,999",Fully remote,12,10,5,1,1,6,97000.0
Poland,18-24 years old,High school/GED,Data scientist/ML engineer,"10,000 or more",Hybrid,1,0,5,1,1,5,37900.0
United Kingdom,35-44 years old,Some college,Full-stack developer,20-99,Hybrid,20,20,5,1,1,9,76900.0
Canada,25-34 years old,Master's degree,Front-end developer,"10,000 or more",Hybrid,8,8,2,1,1,7,99100.0
Germany,35-44 years old,Bachelor's degree,DevOps/SRE/platform engineer,"10,000 or more",In-person,18,15,1,1,1,7,187800.0
India,35-44 years old,High school/GED,Back-end developer,2-9 employees,Hybrid,16,13,6,1,1,8,25300.0
United States,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,100-499,In-person,17,15,4,0,1,8,122100.0
India,25-34 years old,Master's degree,Back-end developer,"10,000 or more",Hybrid,6,6,4,0,1,1,26000.0
France,18-24 years old,Bachelor's degree,Data scientist/ML engineer,2-9 employees,Hybrid,5,5,3,1,1,8,88500.0
Brazil,18-24 years old,Bachelor's degree,Back-end developer,100-499,In-person,4,0,4,1,1,8,42400.0
Germany,45-54 years old,Master's degree,Full-stack developer,"1,000-4,999",In-person,24,23,3,1,1,4,178300.0
France,25-34 years old,Bachelor's degree,Full-stack developer,2-9 employees,In-person,8,7,5,1,1,8,109400.0
United States,35-44 years old,Master's degree,Data scientist/ML engineer,"5,000-9,999",Fully remote,20,18,4,1,0,10,194100.0
Spain,25-34 years old,Master's degree,Back-end developer,20-99,In-person,4,4,4,0,0,5,69500.0
Spain,25-34 years old,Some college,Data scientist/ML engineer,20-99,In-person,6,2,3,1,1,2,74200.0
India,18-24 years old,"Professional degree (JD, MD, etc.)",Front-end developer,500-999,Fully remote,0,0,5,0,1,9,
United Kingdom,55-64 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,35,32,6,1,1,4,86100.0
Canada,35-44 years old,Bachelor's degree,Mobile developer,"10,000 or more",Hybrid,9,7,6,0,1,8,86900.0
Germany,55-64 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"1,000-4,999",Hybrid,23,22,3,0,1,6,191800.0
Russia,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,5,5,1,0,1,9,32800.0
Poland,35-44 years old,Master's degree,Front-end developer,"1,000-4,999",In-person,13,11,2,1,1,10,49800.0
France,35-44 years old,Master's degree,Full-stack developer,"5,000-9,999",Hybrid,13,12,8,0,0,6,110800.0
United Kingdom,25-34 years old,Some college,Front-end developer,"10,000 or more",Hybrid,8,8,2,1,1,10,79600.0
United States,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Engineer (other),"1,000-4,999",Hybrid,22,18,4,1,0,1,129400.0
United States,55-64 years old,Bachelor's degree,DevOps/SRE/platform engineer,100-499,Hybrid,24,22,1,0,1,7,243100.0
India,45-54 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,26,26,5,1,1,8,36000.0
United States,35-44 years old,"Professional degree (JD, MD, etc.)",Mobile developer,"10,000 or more",In-person,10,9,4,1,1,6,
Sweden,25-34 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",Fully remote,3,2,3,1,1,8,74400.0
India,25-34 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,12,8,5,0,1,5,39700.0
Spain,55-64 years old,Master's degree,Back-end developer,"1,000-4,999",Fully remote,29,27,3,1,1,3,
Australia,18-24 years old,Bachelor's degree,Back-end developer,100-499,Fully remote,3,1,3,1,0,9,113300.0
Australia,35-44 years old,Some college,Full-stack developer,2-9 employees,In-person,13,13,4,1,1,5,92100.0
United States,35-44 years old,High school/GED,Mobile developer,500-999,Fully remote,16,15,2,1,1,4,116500.0
Germany,35-44 years old,Master's degree,Data scientist/ML engineer,20-99,Fully remote,12,11,3,0,1,4,149000.0
India,65 years or older,Associate's degree,Front-end developer,"1,000-4,999",Fully remote,44,40,4,1,1,9,35400.0
Sweden,25-34 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,4,0,4,1,1,2,102600.0
Spain,25-34 years old,Bachelor's degree,Back-end developer,10-19,Fully remote,9,7,4,0,1,7,79400.0
India,18-24 years old,Bachelor's degree,Mobile developer,2-9 employees,Hybrid,1,0,2,1,1,4,30700.0
India,25-34 years old,Master's degree,Front-end developer,100-499,Fully remote,9,9,4,1,1,8,28300.0
United Kingdom,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,20-99,Hybrid,8,5,4,1,0,8,108300.0
India,25-34 years old,Bachelor's degree,Mobile developer,"10,000 or more",Fully remote,3,3,6,1,1,7,38400.0
Australia,45-54 years old,Bachelor's degree,Front-end developer,Just me,Hybrid,26,22,4,1,1,7,129400.0
Australia,55-64 years old,Master's degree,Front-end developer,"10,000 or more",Fully remote,31,31,4,1,1,7,132000.0
Brazil,25-34 years old,Bachelor's degree,Back-end developer,100-499,Fully remote,8,7,5,1,1,7,50000.0
Brazil,25-34 years old,"Professional degree (JD, MD, etc.)",Back-end developer,"10,000 or more",Hybrid,4,2,4,1,0,5,
United Kingdom,45-54 years old,Bachelor's degree,Desktop/embedded developer,20-99,In-person,22,19,4,0,1,8,64800.0
India,18-24 years old,Bachelor's degree,Back-end developer,2-9 employees,In-person,3,1,7,1,1,8,
Australia,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,"1,000-4,999",Fully remote,4,1,3,1,1,9,73300.0
Spain,25-34 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Fully remote,10,7,6,0,1,3,
United States,35-44 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,7,6,3,1,1,6,193700.0
India,25-34 years old,Some college,Back-end developer,Just me,Fully remote,7,6,4,1,1,6,30600.0
United States,55-64 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,100-499,In-person,31,27,2,1,1,10,236800.0
Australia,25-34 years old,Master's degree,Mobile developer,20-99,In-person,6,2,6,1,1,8,100500.0
United States,25-34 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,6,3,1,1,1,7,119300.0
France,25-34 years old,Master's degree,Front-end developer,100-499,Hybrid,8,4,6,1,0,10,74500.0
India,25-34 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Hybrid,1,0,4,1,1,4,23300.0
Australia,35-44 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Fully remote,14,10,5,1,0,6,89100.0
United Kingdom,35-44 years old,Master's degree,Back-end developer,10-19,In-person,12,9,8,1,1,7,
India,35-44 years old,Master's degree,Mobile developer,"1,000-4,999",Fully remote,16,14,3,1,1,7,39000.0
India,35-44 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,10,10,2,1,0,7,29400.0
India,45-54 years old,High school/GED,DevOps/SRE/platform engineer,20-99,Fully remote,23,19,2,1,1,8,40800.0
Netherlands,35-44 years old,High school/GED,Full-stack developer,"1,000-4,999",Fully remote,18,17,9,1,0,8,
Brazil,35-44 years old,Master's degree,Full-stack developer,"5,000-9,999",Hybrid,17,15,4,1,1,8,47000.0
India,18-24 years old,Master's degree,Data scientist/ML engineer,"10,000 or more",In-person,5,4,6,1,1,8,46900.0
Germany,18-24 years old,Master's degree,Front-end developer,"5,000-9,999",Fully remote,4,0,3,1,1,8,88600.0
United States,25-34 years old,Master's degree,Back-end developer,10-19,In-person,10,7,1,1,0,5,204800.0
Australia,35-44 years old,Master's degree,Full-stack developer,20-99,In-person,11,11,5,1,1,8,
India,25-34 years old,Master's degree,Full-stack developer,"5,000-9,999",In-person,4,4,7,1,0,8,25000.0
Russia,25-34 years old,Some college,Back-end developer,100-499,Fully remote,8,6,1,0,1,8,26700.0
Canada,45-54 years old,Bachelor's degree,DevOps/SRE/platform engineer,20-99,Fully remote,18,18,1,1,1,5,
United Kingdom,45-54 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,27,24,1,1,0,5,105700.0
United States,45-54 years old,Bachelor's degree,Mobile developer,"10,000 or more",Hybrid,21,20,1,1,0,8,195000.0
United States,25-34 years old,Master's degree,Full-stack developer,"5,000-9,999",In-person,10,7,5,1,0,6,170400.0
United Kingdom,35-44 years old,"Professional degree (JD, MD, etc.)",Front-end developer,100-499,Fully remote,18,16,3,0,1,10,181700.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,10,8,1,1,1,3,61400.0
United States,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,"5,000-9,999",Hybrid,1,1,4,0,1,4,153900.0
Australia,25-34 years old,Bachelor's degree,Full-stack developer,Just me,Hybrid,9,6,4,1,1,4,125500.0
India,25-34 years old,Bachelor's degree,Full-stack developer,2-9 employees,Hybrid,9,8,9,1,1,5,25700.0
India,25-34 years old,Bachelor's degree,Data/business analyst,500-999,Fully remote,11,8,5,1,1,9,27400.0
Netherlands,45-54 years old,Bachelor's degree,Data scientist/ML engineer,20-99,In-person,18,17,9,0,1,6,173900.0
Russia,18-24 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",In-person,1,0,3,0,1,7,27900.0
India,35-44 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,18,15,3,0,0,6,41800.0
Netherlands,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Mobile developer,20-99,Hybrid,7,3,4,0,1,9,
France,25-34 years old,Master's degree,Back-end developer,"5,000-9,999",In-person,7,4,4,1,1,6,57300.0
Italy,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,100-499,Fully remote,11,10,1,1,1,9,69200.0
United States,25-34 years old,High school/GED,Full-stack developer,100-499,Hybrid,7,5,6,1,0,7,
Sweden,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"5,000-9,999",Fully remote,12,10,5,1,1,5,125500.0
India,25-34 years old,Bachelor's degree,Security professional,500-999,Hybrid,2,2,4,1,0,6,32300.0
India,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,"1,000-4,999",In-person,8,6,4,1,0,6,45500.0
India,18-24 years old,Bachelor's degree,DevOps/SRE/platform engineer,2-9 employees,Hybrid,4,0,3,0,0,5,24200.0
India,25-34 years old,Bachelor's degree,Back-end developer,500-999,In-person,5,4,6,1,1,3,
Brazil,45-54 years old,Master's degree,Front-end developer,20-99,Hybrid,24,21,5,1,1,9,55400.0
Canada,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,100-499,In-person,12,9,5,1,0,7,123800.0
India,35-44 years old,Master's degree,Front-end developer,20-99,In-person,18,14,5,1,0,5,33900.0
United States,35-44 years old,Bachelor's degree,Data scientist/ML engineer,500-999,Hybrid,12,10,3,1,1,6,115500.0
India,55-64 years old,Master's degree,Full-stack developer,10-19,In-person,33,32,2,1,1,7,49700.0
India,45-54 years old,Master's degree,Full-stack developer,10-19,In-person,21,19,3,1,0,8,37200.0
India,35-44 years old,Some college,Full-stack developer,10-19,Fully remote,8,8,7,1,1,7,31400.0
India,35-44 years old,Bachelor's degree,Back-end developer,"5,000-9,999",In-person,13,11,5,1,1,5,36900.0
United States,45-54 years old,High school/GED,Data scientist/ML engineer,2-9 employees,Hybrid,24,24,4,1,1,3,155000.0
Germany,25-34 years old,Some college,Back-end developer,"1,000-4,999",Fully remote,8,5,5,1,1,3,73600.0
Australia,25-34 years old,Master's degree,Front-end developer,2-9 employees,Fully remote,6,5,4,0,0,3,166200.0
United States,18-24 years old,High school/GED,Data scientist/ML engineer,500-999,In-person,6,6,6,1,1,6,195000.0
United States,45-54 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",In-person,18,16,5,1,1,6,171300.0
Germany,35-44 years old,Associate's degree,DevOps/SRE/platform engineer,20-99,Hybrid,10,8,4,1,0,10,127500.0
India,18-24 years old,Bachelor's degree,Data/business analyst,20-99,Hybrid,3,0,2,1,1,1,
United Kingdom,35-44 years old,Some college,Full-stack developer,20-99,Hybrid,17,13,6,1,1,8,105900.0
Ukraine,25-34 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",In-person,9,5,6,0,1,7,35600.0
Poland,18-24 years old,Master's degree,Full-stack developer,20-99,In-person,8,6,8,1,1,4,72900.0
Brazil,65 years or older,Master's degree,Data scientist/ML engineer,100-499,In-person,40,36,7,1,1,10,89000.0
India,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,10-19,In-person,5,4,3,0,0,9,41100.0
India,18-24 years old,High school/GED,Data scientist/ML engineer,100-499,Hybrid,6,2,2,1,1,5,18200.0
United Kingdom,35-44 years old,Master's degree,Back-end developer,"1,000-4,999",Hybrid,13,12,3,1,1,5,113800.0
Russia,35-44 years old,Master's degree,DevOps/SRE/platform engineer,2-9 employees,Hybrid,9,7,5,1,1,4,75800.0
Spain,18-24 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Hybrid,12,10,6,1,1,5,97300.0
Germany,35-44 years old,Master's degree,Data/business analyst,"10,000 or more",In-person,16,14,2,0,0,5,86400.0
India,25-34 years old,Master's degree,Full-stack developer,20-99,Fully remote,9,6,3,0,1,5,24500.0
United States,18-24 years old,Bachelor's degree,Full-stack developer,"5,000-9,999",Fully remote,7,3,2,1,0,7,137700.0
United States,25-34 years old,Master's degree,Full-stack developer,20-99,In-person,7,7,5,0,1,6,99900.0
Australia,35-44 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Hybrid,12,12,10,1,1,7,131100.0
India,25-34 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,5,3,5,1,1,2,
India,55-64 years old,Bachelor's degree,Data/business analyst,"10,000 or more",In-person,34,30,5,0,1,8,31400.0
Australia,35-44 years old,Master's degree,DevOps/SRE/platform engineer,20-99,Fully remote,14,13,4,0,1,10,196600.0
United States,65 years or older,Bachelor's degree,Full-stack developer,"10,000 or more",In-person,33,33,3,1,1,10,175000.0
Germany,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Fully remote,11,9,4,1,1,4,97800.0
United States,55-64 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,29,29,2,1,0,6,236700.0
Germany,25-34 years old,Master's degree,Full-stack developer,10-19,Hybrid,7,7,2,1,0,10,112500.0
United States,25-34 years old,Master's degree,DevOps/SRE/platform engineer,"5,000-9,999",In-person,9,9,4,1,1,5,169400.0
United Kingdom,18-24 years old,High school/GED,Engineer (other),100-499,Hybrid,4,2,2,0,1,7,46400.0
Netherlands,18-24 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,4,2,3,1,1,8,93500.0
France,35-44 years old,Bachelor's degree,DevOps/SRE/platform engineer,"10,000 or more",Fully remote,17,14,5,1,1,1,90400.0
United Kingdom,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,"1,000-4,999",Hybrid,6,3,3,1,1,3,106300.0
Australia,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,8,5,9,1,0,4,72300.0
United States,35-44 years old,Master's degree,Full-stack developer,20-99,Hybrid,12,12,3,0,1,7,
Australia,25-34 years old,Master's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,6,2,5,1,1,1,152100.0
India,35-44 years old,Master's degree,Data scientist/ML engineer,2-9 employees,In-person,21,19,1,1,1,6,48800.0
India,25-34 years old,Bachelor's degree,Back-end developer,100-499,Hybrid,4,1,4,1,1,4,34800.0
United States,45-54 years old,Bachelor's degree,Full-stack developer,20-99,Fully remote,20,16,2,0,1,9,221600.0
United States,45-54 years old,Some college,Front-end developer,"10,000 or more",Fully remote,27,24,4,0,1,7,134300.0
Ukraine,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Desktop/embedded developer,2-9 employees,Hybrid,10,7,1,0,0,3,44100.0
United States,25-34 years old,Bachelor's degree,Back-end developer,"10,000 or more",In-person,6,2,4,1,1,7,
India,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,10,7,4,0,0,7,27900.0
United Kingdom,35-44 years old,Master's degree,DevOps/SRE/platform engineer,2-9 employees,Fully remote,16,16,1,1,1,5,166400.0
India,25-34 years old,High school/GED,Front-end developer,"1,000-4,999",Hybrid,5,5,4,0,0,6,27500.0
Spain,25-34 years old,Master's degree,DevOps/SRE/platform engineer,2-9 employees,Fully remote,13,13,1,1,1,10,121800.0
Russia,18-24 years old,Master's degree,Mobile developer,20-99,Fully remote,1,0,11,1,1,5,44400.0
India,25-34 years old,Master's degree,Data scientist/ML engineer,"5,000-9,999",Hybrid,10,7,3,0,1,8,53200.0
United States,25-34 years old,High school/GED,Data/business analyst,10-19,Hybrid,9,8,5,1,1,8,121900.0
United States,45-54 years old,Bachelor's degree,Data/business analyst,20-99,Hybrid,25,23,5,1,1,6,
Germany,25-34 years old,High school/GED,Front-end developer,20-99,Fully remote,8,4,3,1,1,10,69800.0
India,25-34 years old,Bachelor's degree,Data scientist/ML engineer,500-999,In-person,6,4,1,1,1,8,31100.0
Germany,35-44 years old,Master's degree,Desktop/embedded developer,"5,000-9,999",Hybrid,14,13,7,1,0,1,106600.0
Poland,45-54 years old,Some college,Front-end developer,20-99,In-person,22,22,7,0,1,7,73600.0
India,25-34 years old,Master's degree,Full-stack developer,20-99,Hybrid,10,7,3,1,0,3,34800.0
United States,25-34 years old,Bachelor's degree,Back-end developer,20-99,Fully remote,11,8,3,1,1,5,163800.0
India,25-34 years old,Master's degree,Full-stack developer,100-499,Hybrid,2,2,8,0,1,5,20500.0
Poland,55-64 years old,Bachelor's degree,Back-end developer,100-499,In-person,30,27,3,1,1,8,
Germany,18-24 years old,Bachelor's degree,Full-stack developer,Just me,Fully remote,4,0,10,0,1,5,87500.0
India,55-64 years old,Bachelor's degree,Mobile developer,"5,000-9,999",In-person,31,27,3,0,1,10,42700.0
Germany,35-44 years old,Master's degree,Back-end developer,"10,000 or more",Fully remote,19,15,4,0,0,3,89300.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,7,5,8,1,1,6,82300.0
India,18-24 years old,Bachelor's degree,Front-end developer,2-9 employees,Hybrid,9,9,5,1,0,7,22200.0
Italy,25-34 years old,High school/GED,Full-stack developer,100-499,Hybrid,10,6,2,1,1,6,46400.0
Poland,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",In-person,6,5,3,1,1,3,59300.0
Brazil,25-34 years old,Master's degree,Back-end developer,20-99,Hybrid,9,5,1,1,0,5,49500.0
Spain,35-44 years old,Master's degree,Back-end developer,"10,000 or more",In-person,12,10,1,0,1,7,
France,55-64 years old,Associate's degree,DevOps/SRE/platform engineer,"10,000 or more",Hybrid,29,28,5,1,1,8,105500.0
Netherlands,35-44 years old,Bachelor's degree,Front-end developer,10-19,Hybrid,15,15,5,1,1,8,99100.0
India,35-44 years old,Associate's degree,DevOps/SRE/platform engineer,100-499,Hybrid,12,12,4,1,1,7,28200.0
Germany,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,Just me,Fully remote,4,0,5,1,1,10,84800.0
United States,25-34 years old,Bachelor's degree,Back-end developer,20-99,Hybrid,3,2,1,0,0,8,160200.0
India,18-24 years old,Master's degree,Back-end developer,"5,000-9,999",Hybrid,1,0,3,1,1,9,41600.0
India,35-44 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,16,12,3,1,1,1,39000.0
Canada,55-64 years old,Master's degree,Full-stack developer,"10,000 or more",In-person,36,32,5,1,1,5,155900.0
Germany,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,2-9 employees,Fully remote,11,8,4,1,1,8,103600.0
Canada,18-24 years old,High school/GED,DevOps/SRE/platform engineer,"10,000 or more",In-person,4,1,4,0,0,5,73300.0
Brazil,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Data scientist/ML engineer,"10,000 or more",Hybrid,9,5,7,1,1,6,46900.0
United States,25-34 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,2,0,7,1,1,7,223100.0
India,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Fully remote,5,2,5,1,0,7,23600.0
United States,45-54 years old,Master's degree,Data/business analyst,100-499,Hybrid,22,18,7,1,1,5,202500.0
United States,35-44 years old,Master's degree,Full-stack developer,20-99,In-person,11,10,4,1,1,9,129400.0
Germany,35-44 years old,Master's degree,Front-end developer,Just me,Fully remote,16,13,7,1,0,7,186600.0
Poland,25-34 years old,Associate's degree,Front-end developer,Just me,Fully remote,7,5,8,1,1,8,58800.0
India,25-34 years old,Master's degree,Data scientist/ML engineer,"1,000-4,999",Hybrid,3,3,4,0,1,9,38700.0
Australia,18-24 years old,High school/GED,Full-stack developer,20-99,In-person,4,3,7,1,1,3,
Russia,25-34 years old,Master's degree,Mobile developer,100-499,Fully remote,12,10,4,0,1,7,50400.0
India,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,10-19,In-person,12,10,3,1,0,3,
